key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-395284889,The influence of ultraviolet reflectance differs between conspicuous aposematic signals in neotropical butterflies and poison frogs,2021,10,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,11,20,13633-13640,"Yeager, J and Barnett, JB",,English,,"[""Univ Amer, Biodiversidad Medio Ambiente & Salud, Quito, Ecuador"", ""McMaster Univ, Psychol Neurosci & Behav, Hamilton, ON, Canada""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  61,10.1002/ece3.7942,aposematism;butterflies;coloration;Dendrobatidae;sexual signals;UV reflection;visual modeling;HELICONIUS BUTTERFLIES;WARNING COLORATION;SEXUAL-DIMORPHISM;MATE CHOICE;SELECTION;PATTERN;TRANSMITTANCE;ASYMMETRY;LUMINANCE;EVOLUTION;Poisoning;Poisons,,
rayyan-395284897,Ice ages and butterflyfishes: Phylogenomics elucidates the ecological and evolutionary history of reef fishes in an endemism hotspot,2018,11,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,8,22,10989-11008,"DiBattista, JD and Alfaro, ME and Sorenson, L and Choat, JH and Hobbs, JPA and Sinclair-Taylor, TH and Rocha, LA and Chang, J and Luiz, OJ and Cowman, PF and Friedman, M and Berumen, ML",,English,,"[""King Abdullah Univ Sci & Technol, Div Biol & Environm Sci & Engn, Red Sea Res Ctr, Thuwal, Saudi Arabia"", ""Australian Museum, Australian Museum Res Inst, Sydney, NSW, Australia"", ""Curtin Univ, Sch Mol & Life Sci, Perth, WA, Australia"", ""Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA USA"", ""James Cook Univ, Coll Sci & Engn, Townsville, Qld, Australia"", ""Calif Acad Sci, Sect Ichthyol, San Francisco, CA 94118 USA"", ""Charles Darwin Univ, Res Inst Environm & Livelihoods, Darwin, NT, Australia"", ""James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld, Australia"", ""Univ Oxford, Dept Earth Sci, Oxford, England"", ""Univ Michigan, Museum Paleontol, Ann Arbor, MI 48109 USA"", ""Univ Michigan, Dept Earth & Environm Sci, Ann Arbor, MI 48109 USA""]",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  92,10.1002/ece3.4566     WE  - Science Citation Index Expanded (SCI-EXPANDED),biogeographic barriers;Chaetodon;coral reef;glaciation events;Pleistocene;ultraconserved elements;SEA-LEVEL FLUCTUATIONS;COMPARATIVE PHYLOGEOGRAPHY;ULTRACONSERVED ELEMENTS;GLOBAL PATTERNS;PERSIAN-GULF;RED-SEA;BIOGEOGRAPHY;CHAETODONTIDAE;SELECTION;COMMUNITIES;Aged;Aging,,
rayyan-395284900,Caterpillars on a phytochemical landscape: The case of alfalfa and the Melissa blue butterfly,2020,5,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,10,10,4362-4374,"Forister, ML and Yoon, SA and Philbin, CS and Dodson, CD and Hart, B and Harrison, JG and Shelef, O and Fordyce, JA and Marion, ZH and Nice, CC and Richards, LA and Buerkle, CA and Gompert, Z",,English,,"[""Univ Nevada, Dept Biol, Program Ecol Evolut & Conservat Biol, Reno, NV 89557 USA"", ""Univ Nevada, Hitchcock Ctr Chem Ecol, Reno, NV 89557 USA"", ""Univ Nevada, Dept Chem, Reno, NV 89557 USA"", ""Univ Nevada, Dept Biochem, Reno, NV 89557 USA"", ""Univ Wyoming, Dept Bot, Laramie, WY 82071 USA"", ""Univ Wyoming, Program Ecol, Laramie, WY 82071 USA"", ""Agr Res Org, Inst Plant Sci, Dept Nat Resources, Volcani Ctr, Rishon Leziyyon, Israel"", ""Univ Tennessee, Dept Ecol & Evolutionary Biol, Knoxville, TN USA"", ""Univ Canterbury, Sch Biol, Christchurch, New Zealand"", ""Texas State Univ, Dept Biol Populat & Conservat Biol, San Marcos, TX USA"", ""Utah State Univ, Dept Biol, Logan, UT 84322 USA""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  48,10.1002/ece3.6203,Lycaeides melissa;Medicago sativa;metabolomics;plant defense;specialization;DANAUS-PLEXIPPUS;PLANT TRAITS;COLONIZATION;METABOLOMICS;PREFERENCE;CHEMISTRY;EVOLUTION;ECOLOGY,,
rayyan-395284906,Monarch Butterfly Migration as an Integrative Model of Complex Trait Evolution*,2021,7,1,AMERICAN NATURALIST,"[""0003-0147"", ""1537-5323     J9  - AM NAT     JI  - Am. Nat.""]",198,1,142-157,"Green, DA",,English,,"Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  150,10.1086/714526,monarch butterfly;migration;adaptation;evolutionary lability;evo-devo;PLEXIPPUS L LEPIDOPTERA;DANAUS-P-PLEXIPPUS;QUANTITATIVE GENETICS;PHENOTYPIC PLASTICITY;CONVERGENT EVOLUTION;POPULATION DECLINES;NATURAL-POPULATIONS;SEASONAL MIGRATION;JUVENILE-HORMONE;ANIMAL MIGRATION,,
rayyan-395284928,Great chemistry between us: The link between plant chemical defenses and butterfly evolution,2021,7,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,11,13,8595-8613,"van der Linden, CFH and WallisDeVries, MF and Simon, S",,English,,"[""Wageningen Univ & Res, Biosystemat Grp, Droevendaalsesteeg 1, NL-6708 PB Wageningen, Netherlands"", ""De Vlinderstichting Dutch Butterfly Conservat, Wageningen, Netherlands"", ""Wageningen Univ & Res, Plant Ecol & Nat Conservat Grp, Wageningen, Netherlands""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  97,10.1002/ece3.7673,butterfly assemblages;chemical defense;coevolution;ecological communities;macroevolution;plant&#8211;insect interaction;INSECT HERBIVORES;SECONDARY METABOLITES;ARMS-RACE;LEPIDOPTERA;DIVERSITY;SPECIALIST;DIVERSIFICATION;SEQUESTRATION;SPECIFICITY;GENERALIST,,
rayyan-395284932,The pollination of Habenaria rhodocheila (Orchidaceae) in South China: When butterflies take sides,2021,3,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,11,6,2849-2861,"Chen, XH and Tan, SL and Liang, YL and Huang, L and Xiao, HW and Luo, HL and Xiong, DJ and Yang, BY and Ren, ZX",,English,,"[""Nanchang Univ, Sch Life Sci, Jiangxi Key Lab Plant Resources, Nanchang 330031, Jiangxi, Peoples R China"", ""Jiulianshan Natl Nat Reserve Adm Bur, Ganzhou, Peoples R China"", ""Chinese Acad Sci, Kunming Inst Bot, CAS Key Lab Plant Divers & Biogeog East Asia, Kunming 650201, Yunnan, Peoples R China""]",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  80,10.1002/ece3.7242,breeding system;butterflies;Habenaria;pollination efficiency;reproductive success;China,,
rayyan-395284935,UV bullseye contrast of Hemerocallis flowers attracts hawkmoths but not swallowtail butterflies,2019,1,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,9,1,52-64,"Hirota, SK and Miki, N and Yasumoto, AA and Yahara, T",,English,,"[""Tohoku Univ, Grad Sch Agr Sci, Field Sci Ctr, Osaki, Japan"", ""Kyushu Univ, Grad Sch Syst Life Sci, Fukuoka, Fukuoka, Japan"", ""Univ Zurich, Dept Evolutionary Biol & Environm Studies, Zurich, Switzerland"", ""Kyushu Univ, Dept Biol, Fac Sci, Fukuoka, Fukuoka, Japan""]",,Times Cited in Web of Science Core Collection:  8     Total Times Cited:  9     Cited Reference Count:  64,10.1002/ece3.4604     WE  - Science Citation Index Expanded (SCI-EXPANDED),butterflies;color contrast;floral evolution;flower color;hawkmoths;pollinator behavior;UV bullseye floral pattern;COLOR-VISION;REPRODUCTIVE ISOLATION;MANDUCA-SEXTA;PREFERENCES;FULVA;DISCRIMINATION;INNATE;CUE;LEPIDOPTERA;CONSTRAINTS,,
rayyan-395284973,Vertical differentiation in tropical forest butterflies: a novel mechanism generating insect diversity?,2019,1,,BIOLOGY LETTERS,"[""1744-9561"", ""1744-957X     J9  - BIOL LETTERS     JI  - Biol. Lett.""]",15,1,,"Nice, CC and Fordyce, JA and Bell, KL and Forister, ML and Gompert, Z and DeVries, PJ",,English,,"[""Texas State Univ, Dept Biol, Populat & Conservat Biol Program, San Marcos, TX 78666 USA"", ""Univ Tennessee, Dept Ecol & Evolutionary Biol, Knoxville, TN 37996 USA"", ""Univ Nevada, Dept Biol, Program Ecol Evolut & Conservat Biol, Reno, NV 89557 USA"", ""Utah State Univ, Dept Biol, Logan, UT 84322 USA"", ""Univ New Orleans, Dept Biol, New Orleans, LA 70148 USA""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  21,10.1098/rsbl.2018.0723     WE  - Science Citation Index Expanded (SCI-EXPANDED),genomic differentiation;vertical stratification;butterfly diversity;tropical forests;FRUIT-FEEDING BUTTERFLIES;SPECIES-DIVERSITY;ECOLOGY,,
rayyan-395284980,Increased fluctuation in a butterfly metapopulation leads to diploid males and decline of a hyperparasitoid,2018,8,29,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2945     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",285,1885,,"Nair, A and Nonaka, E and van Nouhuys, S",,English,,"[""Univ Helsinki, Metapopulat Res Ctr, Dept Biosci, POB 65, FIN-00014 Helsinki, Finland"", ""Stockholm Univ, Dept Ecol Environm & Plant Sci, S-11418 Stockholm, Sweden"", ""Cornell Univ, Dept Entomol, Ithaca, NY 14853 USA""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  66,10.1098/rspb.2018.0372     WE  - Science Citation Index Expanded (SCI-EXPANDED),bottleneck;climate change;complementary sex determination;host-parasitoid dynamics;diploid male vortex;extinction;COMPLEMENTARY SEX DETERMINATION;PARASITOID WASP;GENETIC DIVERSITY;ISLAND ISOLATION;HYMENOPTERA;EXTINCTION;DISPERSAL;CONSEQUENCES;POPULATIONS;ALLELES,,
rayyan-395284988,Environmental and genetic control of cold tolerance in the Glanville fritillary butterfly,2018,5,,JOURNAL OF EVOLUTIONARY BIOLOGY,"[""1010-061X"", ""1420-9101     J9  - J EVOLUTION BIOL     JI  - J. Evol. Biol.""]",31,5,636-645,"de Jong, MA and Saastamoinen, M",,English,,"[""Univ Bristol, Sch Biol Sci, Bristol, Avon, England"", ""Univ Helsinki, Organismal & Evolutionary Biol Res Programme, Helsinki, Finland""]",,Times Cited in Web of Science Core Collection:  12     Total Times Cited:  13     Cited Reference Count:  71,10.1111/jeb.13247     WE  - Science Citation Index Expanded (SCI-EXPANDED),candidate genes;chill coma recovery;developmental plasticity;flightin;genetics;insects;Lepidoptera;physiology;thermal acclimation;LIFE-HISTORY TRAITS;CHILL-COMA RECOVERY;DROSOPHILA-MELANOGASTER;PHENOTYPIC PLASTICITY;CLIMATE-CHANGE;BENEFICIAL ACCLIMATION;THERMAL TOLERANCE;MELITAEA-CINXIA;LARVAL DEVELOPMENT;STRESS RESISTANCE;Cold Temperature,,
rayyan-395284989,"Demographic fluctuations lead to rapid and cyclic shifts in genetic structure among populations of an alpine butterfly, Parnassius smintheus",2020,5,,JOURNAL OF EVOLUTIONARY BIOLOGY,"[""1010-061X"", ""1420-9101     J9  - J EVOLUTION BIOL     JI  - J. Evol. Biol.""]",33,5,668-681,"Jangjoo, M and Matter, SF and Roland, J and Keyghobadi, N",,English,,"[""Western Univ, Dept Biol, London, ON N6A 5B7, Canada"", ""Univ Cincinnati, Dept Biol Sci, Cincinnati, OH USA"", ""Univ Alberta, Dept Biol Sci, Edmonton, AB, Canada""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  64,10.1111/jeb.13603,bottleneck;gene flow;genetic drift;isolation by distance;landscape;recovery;spatial genetic structure;time lag;BOTTLENECK;LANDSCAPE;SIZE;DIVERSITY;VARIABILITY;MIGRATION;DISTANCE;FLOW;FRAGMENTATION;EXTINCTION,,
rayyan-395284993,Prevalence and relationship of endosymbiotic Wolbachia in the butterfly genus Erebia,2021,5,21,BMC ECOLOGY AND EVOLUTION,2730-7182     J9  - BMC ECOL EVOL     JI  - BMC Ecol. Evol.,21,1,,"Lucek, K and Bouaouina, S and Jospin, A and Grill, A and de Vos, JM",,English,,"[""Univ Basel, Dept Environm Sci Bot, Schonbeinstr 6, CH-4056 Basel, Switzerland"", ""Univ Neuchatel, Inst Biol, Lab Funct Ecol, Rue Emile Argand 11, CH-2000 Neuchatel, Switzerland"", ""Univ Bern, Inst Ecol & Evolut, Baltzerstr 6, CH-3012 Bern, Switzerland""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  65,10.1186/s12862-021-01822-9     WE  - Science Citation Index Expanded (SCI-EXPANDED),Lepidoptera;Wolbachia;Host shift;Endosymbiont;Coevolution;Glacial refugia;MOUNTAIN BUTTERFLIES;GENETIC-STRUCTURE;GENOME;LEPIDOPTERA;INFECTION;SEQUENCE;INCOMPATIBILITY;NYMPHALIDAE;POPULATIONS;DIVERSITY;Prevalence,,
rayyan-395284995,Comparative transcriptome analysis at the onset of speciation in a mimetic butterfly-The Ithomiini Melinaea marsaeus,2021,11,,JOURNAL OF EVOLUTIONARY BIOLOGY,"[""1010-061X"", ""1420-9101     J9  - J EVOLUTION BIOL     JI  - J. Evol. Biol.""]",34,11,1704-1721,"Piron-Prunier, F and Persyn, E and Legeai, F and McClure, M and Meslin, C and Robin, S and Alves-Carvalho, S and Mohammad, A and Blugeon, C and Jacquin-Joly, E and Montagne, N and Elias, M and Gauthier, J",,English,,"[""Univ Antilles, Sorbonne Univ, Inst Systemat, EPHE,CNRS,MNHN,Biodiversite,Evolut, Paris, France"", ""Univ Paris, Sorbonne Univ, Inst Ecol & Environm Sci Paris, INRAE,CNRS,IRD,UPEC, Paris, France"", ""Univ Rennes, Inst Agro, INRAE, BIPAA,IGEPP, Rennes, France"", ""Univ Rennes, IRISA, CNRS, INRIA, Rennes, France"", ""Univ Guyane, Lab Ecol Evolut Interact Syst Amazoniens LEEISA, IFREMER, CNRS, Cayenne, France"", ""Univ PSL, INSERM, CNRS,Ecole Normale Super, Dept Biol,Genom Core Facil,Inst Biol ENS IBENS, Paris, France"", ""Geneva Nat Hist Museum, 1 Route Malagnou, CH-1208 Geneva, Switzerland""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  1     Cited Reference Count:  107,10.1111/jeb.13940,chemosensory genes;Lepidoptera;mimicry;reproductive isolation;transcriptomics;wing colour pattern;MULTIPLE SEQUENCE ALIGNMENT;HELICONIUS WING PATTERNS;GENE-EXPRESSION;CLEARWING BUTTERFLIES;DISTAL-LESS;HOST-PLANT;MIMICRY;LEPIDOPTERA;EVOLUTION;COLOR;Transcriptome;Gene Expression Profiling,,
rayyan-395284997,Indications for rapid evolution of trait means and thermal plasticity in range-expanding populations of a butterfly,2022,1,,JOURNAL OF EVOLUTIONARY BIOLOGY,"[""1010-061X"", ""1420-9101     J9  - J EVOLUTION BIOL     JI  - J. Evol. Biol.""]",35,1,124-133,"Neu, A and Fischer, K",,English,,"[""Univ Greifswald, Museum & Inst Zool, D-17489 Greifswald, Germany"", ""Univ Koblenz Landau, Inst Integrated Nat Sci, Dept Biol, Koblenz, Germany""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  99,10.1111/jeb.13969,cold tolerance;counter-gradient variation;genotype-environment interaction;heat tolerance;local adaptation;phenotypic plasticity;Pieris mannii;range expansion;PIERIS-MANNII MAYER;REPEATED COLD-EXPOSURE;PHENOTYPIC PLASTICITY;ADAPTIVE PLASTICITY;GENE-EXPRESSION;TOLERANCE;TEMPERATURE;DROSOPHILA;EXPANSION;RESPONSES,,
rayyan-395285010,Longer life span is associated with elevated immune activity in a seasonally polyphenic butterfly,2019,7,,JOURNAL OF EVOLUTIONARY BIOLOGY,"[""1010-061X"", ""1420-9101     J9  - J EVOLUTION BIOL     JI  - J. Evol. Biol.""]",32,7,653-665,"Freitak, D and Tammaru, T and Sandre, SL and Meister, H and Esperk, T",,English,,"[""Fac Biol & Environm Sci, Organismal & Evolutionary Biol Res Programme, Helsinki, Finland"", ""Karl Franzens Univ Graz, Inst Biol, Div Zool, Graz, Austria"", ""Univ Tartu, Inst Ecol & Earth Sci, Dept Zool, Tartu, Estonia""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  93,10.1111/jeb.13445     WE  - Science Citation Index Expanded (SCI-EXPANDED),Araschnia levana;immunity;insect;life history;longevity;seasonality;trade-offs;URTICA-DIOICA;TRADE-OFFS;BODY-SIZE;PATHOGEN RESISTANCE;SEX DETERMINATION;INSECT;DEFENSE;MECHANISMS;EVOLUTION;LEPIDOPTERA;Vaccination;Seasons,,
rayyan-395285011,Partially coupled reaction norms of pupal colour and spot size in a butterfly,2021,4,,EVOLUTIONARY ECOLOGY,"[""0269-7653"", ""1573-8477     J9  - EVOL ECOL     JI  - Evol. Ecol.""]",35,2,201-216,"Mayekar, HV and Kodandaramaiah, U",,English,,"Indian Inst Sci Educ & Res Thiruvananthapuram, IISER TVM Ctr Res & Educ Ecol & Evolut ICREEE, Sch Biol, Maruthamala PO Vithura, Thiruvananthapuram, Kerala, India",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  70,10.1007/s10682-020-10090-w,Pupal colour plasticity;Pupal spots;Reaction norms;Functional suite;Tropical butterfly;Camouflage;AIC MODEL SELECTION;SWALLOWTAIL BUTTERFLIES;ENVIRONMENTAL-CONTROL;IMMATURE STAGES;LEPIDOPTERA;CAMOUFLAGE;POLYMORPHISM;NYMPHALIDAE;PERCEPTION;DIMORPHISM,,
rayyan-395285013,Historical changes in grassland area determined the demography of semi-natural grassland butterflies in Japan,2018,8,,HEREDITY,"[""0018-067X"", ""1365-2540     J9  - HEREDITY     JI  - Heredity""]",121,2,155-168,"Nakahama, N and Uchida, K and Ushimaru, A and Isagi, Y",,English,,"[""Univ Tokyo, Grad Sch Arts & Sci, Meguro Ku, 3-8-1 Komaba, Tokyo 1538902, Japan"", ""Yokohama Natl Univ, Grad Sch Environm & Informat Sci, Hodogaya Ku, 79-7 Tokiwa Dai, Yokohama, Kanagawa 2408501, Japan"", ""Kobe Univ, Grad Sch Human Dev & Environm, Kobe, Hyogo 6578501, Japan"", ""Kyoto Univ, Grad Sch Agr, Sakyo Ku, Kitashirakawa Oiwake Cho, Kyoto 6068502, Japan""]",,Times Cited in Web of Science Core Collection:  18     Total Times Cited:  18     Cited Reference Count:  57,10.1038/s41437-018-0057-2     WE  - Science Citation Index Expanded (SCI-EXPANDED),EFFECTIVE POPULATION SIZES;HABITAT FRAGMENTATION;MUSEUM SPECIMENS;CENTRAL-EUROPE;GENETIC DRIFT;CONSERVATION;SOFTWARE;MIGRATION;DNA;Japan,,
rayyan-395285018,"Ancient divergence, a crisis of salt and another of ice shaped the evolution of the west Mediterranean butterfly Euchloe tagis",2020,11,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",131,3,487-504,"Marabuto, E and Pina-Martins, F and Rebelo, MT and Paulo, OS",,English,,"[""Univ Lisbon, Fac Ciencias, Computat Biol & Populat Genom Grp, cE3c Ctr Ecol Evolut & Environm Changes, P-1749016 Lisbon, Portugal"", ""Univ Lisbon, Fac Ciencias, Ctr Environm & Marine Studies CESAM, Dept Biol Anim, P-1749016 Lisbon, Portugal""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  106,10.1093/biolinnean/blaa129     WE  - Science Citation Index Expanded (SCI-EXPANDED),biogeography;Euchloe tagis;Europe;genetic divergence;molecular clock;North Africa;refugia;GLACIAL REFUGIA;POPULATION-GROWTH;SPECIES RICHNESS;CLIMATIC-CHANGE;NORTH-AFRICA;LEPIDOPTERA;PHYLOGEOGRAPHY;EUROPE;COLONIZATION;BIODIVERSITY,,
rayyan-395285020,Umbrella of protection: spatial and temporal dynamics in a temperate butterfly Batesian mimicry system,2021,7,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",133,3,685-703     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Prusa, LA and Hill, RI",,English,,"Univ Pacific, Dept Biol Sci, 3601 Pacific Ave, Stockton, CA 95211 USA",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  93,,Adelpha;frequency dependence;Limenitis;mark-release-recapture;niche Nymphalidae;MIMETIC ITHOMIINE BUTTERFLIES;THEORETICAL INVESTIGATIONS;WARNING COLORATION;PUDDLING BEHAVIOR;ADELPHA-BREDOWII;MODEL;EVOLUTION;POPULATION;FREQUENCY;ABUNDANCE,,
rayyan-395285021,Resolving Relationships among the Megadiverse Butterflies and Moths with a Novel Pipeline for Anchored Phylogenomics,2018,1,,SYSTEMATIC BIOLOGY,"[""1063-5157"", ""1076-836X     J9  - SYST BIOL     JI  - Syst. Biol.""]",67,1,78-93,"Breinholt, JW and Earl, C and Lemmon, AR and Lemmon, EM and Xiao, L and Kawahara, AY",,English,,"[""Univ Florida, Florida Museum Nat Hist, Gainesville, FL 32611 USA"", ""RAPiD Genom, 747 SW 2nd Ave IMB 14, Gainesville, FL 32601 USA"", ""Florida State Univ, Dept Sci Comp, Tallahassee, FL 32306 USA"", ""Florida State Univ, Dept Biol Sci, Tallahassee, FL 32306 USA""]",,Times Cited in Web of Science Core Collection:  77     Total Times Cited:  78     Cited Reference Count:  84,10.1093/sysbio/syx048     WE  - Science Citation Index Expanded (SCI-EXPANDED),Exon;hybrid enrichment;phylogenetics;sequence capture;target capture;transcriptomics;ultraconserved elements;HIGHER-LEVEL CLASSIFICATION;ULTRACONSERVED ELEMENTS;MISSING DATA;GENOME;SEQUENCE;GENE;TREE;EVOLUTIONARY;ENRICHMENT;CAPTURE,,
rayyan-395285022,Mesoamerica is a cradle and the Atlantic Forest is a museum of Neotropical butterfly diversity: insights from the evolution and biogeography of Brassolini (Lepidoptera: Nymphalidae),2021,7,,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,"[""0024-4066"", ""1095-8312     J9  - BIOL J LINN SOC     JI  - Biol. J. Linnean Soc.""]",133,3,704-724     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Matos-Maravi, P and Wahlberg, N and Freitas, AVL and Devries, P and Antonelli, A and Penz, CM",,English,,"[""Univ Gothenburg, Dept Biol & Environm Sci, Carl Skottsbergs Gata 22B, S-41319 Gothenburg, Sweden"", ""Gothenburg Global Biodivers Ctr, Carl Skottsbergs Gata 22B, S-41319 Gothenburg, Sweden"", ""Czech Acad Sci, Biol Ctr, Inst Entomol, Branisovska 1160-31, Ceske Budejovice 37005, Czech Republic"", ""Lund Univ, Dept Biol, Solvegatan 37, S-22362 Lund, Sweden"", ""Univ Estadual Campinas, Inst Biol, Dept Biol Anim, Rua Monteiro Lobato 255, BR-13083862 Campinas, SP, Brazil"", ""Univ New Orleans, Dept Biol Sci, 2000 Lakeshore Dr, New Orleans, LA 70148 USA"", ""Florida Museum Nat Hist, Lepidoptera, 1659 Museum Rd, Gainesville, FL 32611 USA"", ""Royal Bot Gardens Kew, Richmond TW9 3AE, Surrey, England"", ""Univ Oxford, Dept Plant Sci, South Parks Rd, Oxford OX1 3RB, England""]",,Times Cited in Web of Science Core Collection:  7     Total Times Cited:  7     Cited Reference Count:  135,,ancestral state inference;biogeographical stochastic mapping;bioregion delimitation;dispersal;multispecies coalescent;speciation;total-evidence analyses;HISTORICAL BIOGEOGRAPHY;RAPID DIVERSIFICATION;CLEARWING BUTTERFLIES;ANDEAN UPLIFT;PHYLOGENY;GENUS;DISPERSAL;REVISION;AMAZON;MODEL,,
rayyan-395285024,From cryptic to colorful: Evolutionary decoupling of larval and adult color in butterflies,2020,2,,EVOLUTION LETTERS,2056-3744     J9  - EVOL LETT     JI  - Evol. Lett.,4,1,34-43,"Medina, I and Vega-Trejo, R and Wallenius, T and Symonds, MRE and Stuart-Fox, D",,English,,"[""Univ Melbourne, Sch BioSci, Melbourne, Vic 3010, Australia"", ""Australian Natl Univ, Div Ecol & Evolut, Acton, ACT 0200, Australia"", ""Stockholm Univ, Dept Zool, Stockholm, Sweden"", ""Deakin Univ, Ctr Integrat Ecol, Sch Life & Environm Sci, Burwood, Vic 3125, Australia""]",,Times Cited in Web of Science Core Collection:  15     Total Times Cited:  15     Cited Reference Count:  49,10.1002/evl3.149,Butterflies;caterpillars;color;coupled;ontogenetic;SEXUAL SELECTION;WARNING SIGNALS;WING COLOR;PATTERNS;DEFENSES;ECOLOGY;CLADE;FROGS;Color,,
rayyan-395285036,Whole Genome Shotgun Phylogenomics Resolves the Pattern and Timing of Swallowtail Butterfly Evolution,2020,1,,SYSTEMATIC BIOLOGY,"[""1063-5157"", ""1076-836X     J9  - SYST BIOL     JI  - Syst. Biol.""]",69,1,38-60,"Allio, R and Scornavacca, C and Nabholz, B and Clamens, AL and Sperling, FAH and Condamine, FL",,English,,"[""Univ Montpellier, Inst Sci Evolut Montpellier, CNRS, EPHE,IRD, Pl Eugene Bataillon, F-34095 Montpellier, France"", ""IBC, Montpellier, France"", ""INRA, CIRAD, Ctr Biol Gest Populat, Montpellier SupAgro,IRD,UMR 1062, 755 Ave Campus Agropolis, F-34988 Montferrier Sur Lez, France"", ""Univ Alberta, Dept Biol Sci, Edmonton, AB T6G 2E9, Canada""]",,Times Cited in Web of Science Core Collection:  26     Total Times Cited:  26     Cited Reference Count:  155,10.1093/sysbio/syz030     WE  - Science Citation Index Expanded (SCI-EXPANDED),Computational limitations;cross-contamination;divergence times;exon capture;fragmented genomes;low-coverage whole genomes;orthology;Papilionidae;shotgun sequencing;supermatrix;supertree;PHYLOGENETIC RECONSTRUCTION;PAPILIONINAE LEPIDOPTERA;HISTORICAL BIOGEOGRAPHY;ULTRACONSERVED ELEMENTS;NUCLEOTIDE-SEQUENCES;MOLECULAR PHYLOGENY;BAYESIAN-ESTIMATION;DIVERGENCE TIMES;ORIGIN;TREE;Genomics;Genome,,
rayyan-395285043,Full-Likelihood Genomic Analysis Clarifies a Complex History of Species Divergence and Introgression: The Example of the erato-sara Group of Heliconius Butterflies,,,,SYSTEMATIC BIOLOGY,"[""1063-5157"", ""1076-836X     J9  - SYST BIOL     JI  - Syst. Biol.""]",,,,"Thawornwattana, Y and Seixas, FA and Yang, ZH and Mallet, J",,English,,"[""Harvard Univ, Dept Organism & Evolutionary Biol, Cambridge, MA 02138 USA"", ""UCL, Dept Genet Evolut & Environm, London WC1E 6BT, England""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  91,10.1093/sysbio/syac009,BAYESIAN-INFERENCE;SEQUENCE DATA;GENE FLOW;POPULATION SIZES;TREE ESTIMATION;SPECIATION;HYBRIDIZATION;FRAMEWORK;RECONSTRUCTION;IMPLEMENTATION;Genome;Genomics,,
