key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-395285271,Editorial: North American Monarch Butterfly Ecology and Conservation,2020,9,25,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,8,,,"Diffendorfer, JE and Thogmartin, WE and Drum, R and Schultz, CB",,English,,"[""US Geol Survey, Geosci & Environm Change Sci Ctr, Box 25046, Denver, CO 80225 USA"", ""US Geol Survey, Upper Midwest Environm Sci Ctr, La Crosse, WI USA"", ""US Fish & Wildlife Serv, Bloomington, MN USA"", ""Washington State Univ, Sch Biol Sci, Vancouver, WA USA""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  10,10.3389/fevo.2020.576281     WE  - Science Citation Index Expanded (SCI-EXPANDED),Danaus plexippus;habitat restoration;population ecology;migration;monarch butterfly;monitoring;strategic habitat conservation,,
rayyan-395285493,Conservation ecology of butterflies on Cyprus in the context of Natura 2000,2019,6,,BIODIVERSITY AND CONSERVATION,"[""0960-3115"", ""1572-9710     J9  - BIODIVERS CONSERV     JI  - Biodivers. Conserv.""]",28,7,1759-1782,"Tzirkalli, E and Kadis, C and Halley, JM and Vogiatzakis, I and Wilson, RJ and Zografou, K and Antoniou, A and Tsintides, T and Makris, C and Kati, V",,English,,"[""Univ Ioannina, Dept Biol Applicat & Technol, GR-45110 Ioannina, Greece"", ""Frederick Res Ctr, Filokyprou 7-9, CY-1036 Nicosia, Cyprus"", ""Frederick Univ, Nat Conservat Unit, POB 24729, CY-1303 Nicosia, Cyprus"", ""Open Univ Cyprus, Sch Pure & Appl Sci, POB 12794, CY-2252 Nicosia, Cyprus"", ""CSIC, Natl Museum Nat Sci MNCN, Dept Biogeog & Global Change, Madrid 28006, Spain"", ""Temple Univ, Dept Biol, 1900 North 12th St, Philadelphia, PA 19122 USA"", ""Minist Agr Rural Dev & Environm, Dept Environm, CY-2414 Nicosia, Cyprus"", ""Minist Agr Rural Dev & Environm, Dept Forest, CY-1414 Nicosia, Cyprus""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  96,10.1007/s10531-019-01755-2     WE  - Science Citation Index Expanded (SCI-EXPANDED),Community ecology;Diversity patterns;Islands;Lepidoptera;Mediterranean;Protected areas;AGRICULTURAL LAND ABANDONMENT;SPECIES RICHNESS;PROTECTED AREAS;COMMUNITY STRUCTURE;RED LIST;NETWORK;DIVERSITY;ABUNDANCE;LANDSCAPES;DETERMINANTS,,
rayyan-395285127,Diel behavior in moths and butterflies: a synthesis of data illuminates the evolution of temporal activity,2018,3,,ORGANISMS DIVERSITY & EVOLUTION,"[""1439-6092"", ""1618-1077     J9  - ORG DIVERS EVOL     JI  - Org. Divers. Evol.""]",18,1,13-27,"Kawahara, AY and Plotkin, D and Hamilton, CA and Gough, H and St Laurent, R and Owens, HL and Homziak, NT and Barber, JR",,English,,"[""Univ Florida, Florida Museum Nat Hist, Gainesville, FL 32611 USA"", ""Univ Florida, Dept Entomol & Nematol, Gainesville, FL 32611 USA"", ""Univ Florida, Dept Biol, Gainesville, FL 32611 USA"", ""Boise State Univ, Dept Biol Sci, Boise, ID 83725 USA""]",,Times Cited in Web of Science Core Collection:  16     Total Times Cited:  16     Cited Reference Count:  186,10.1007/s13127-017-0350-6     WE  - Science Citation Index Expanded (SCI-EXPANDED),Crepuscular;Day-flying;Diurnal;Flight time;Lepidoptera;Night-flying;Nocturnal;HIGHER-LEVEL CLASSIFICATION;ULTRASOUND PRODUCTION;MOLECULAR PHYLOGENY;DEFENSIVE BEHAVIOR;TRAIT EVOLUTION;FLIGHT ACTIVITY;DIURNAL MOTHS;TIGER MOTH;LEPIDOPTERA;FAMILY,,
rayyan-395285531,Multi-scale considerations for grassland butterfly conservation in agroecosystems,2018,10,,BIOLOGICAL CONSERVATION,"[""0006-3207"", ""1873-2917     J9  - BIOL CONSERV     JI  - Biol. Conserv.""]",226,,196-204,"Kral, KC and Hovick, TJ and Limb, RF and Harmon, JP",,English,,"[""North Dakota State Univ, Range Sci Program, 201 Morrill Hall,1230 Albrecht Blvd, Fargo, ND 58105 USA"", ""North Dakota State Univ, Dept Entomol, 202 Hultz Hall,1300 Albrecht Blvd, Fargo, ND 58105 USA""]",,Times Cited in Web of Science Core Collection:  14     Total Times Cited:  14     Cited Reference Count:  96,10.1016/j.biocon.2018.08.002     WE  - Science Citation Index Expanded (SCI-EXPANDED),Danaus plexippus;Line-transect distance sampling;Mixed-grass prairie;North Dakota;Pollinators;Speyeria idalia;SPECIES RICHNESS;REGAL FRITILLARY;LANDSCAPE CONTEXT;SPEYERIA-IDALIA;MANAGEMENT;ABUNDANCE;HABITAT;PRAIRIE;FIRE;DIVERSITY,,
rayyan-395285363,Reduced host-plant specialization is associated with the rapid range expansion of a Mediterranean butterfly,2021,12,,JOURNAL OF BIOGEOGRAPHY,"[""0305-0270"", ""1365-2699     J9  - J BIOGEOGR     JI  - J. Biogeogr.""]",48,12,3016-3031,"Neu, A and Lotters, S and Norenberg, L and Wiemers, M and Fischer, K",,English,,"[""Univ Greifswald, Zool Inst & Museum, D-17489 Greifswald, Germany"", ""Trier Univ, Biogeog Dept, Trier, Germany"", ""Senckenberg Deutsch Entomol Inst, Muncheberg, Germany"", ""UFZ Helmholtz Ctr Environm Res, Dept Community Ecol, Halle, Germany"", ""Univ Koblenz Landau, Inst Integrated Nat Sci, Biol Dept, D-56070 Koblenz, Germany""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  4     Cited Reference Count:  151,10.1111/jbi.14258,biogeography;host-plant preference;insect-plant interaction;niche evolution;niche following;Pieris mannii;range dynamics;species distribution modelling;PIERIS-MANNII MAYER;SPIDER ARGIOPE-BRUENNICHI;CLIMATE-CHANGE;OVIPOSITION PREFERENCE;PRACTICAL GUIDE;FRAGMENTED LANDSCAPES;SPECIES DISTRIBUTIONS;EVOLUTIONARY ECOLOGY;PROPAGULE PRESSURE;NICHE CONSERVATISM,,
rayyan-395285538,Specialization and accuracy of host-searching butterflies in complex and simple environments,2018,3,,BEHAVIORAL ECOLOGY,"[""1045-2249"", ""1465-7279     J9  - BEHAV ECOL     JI  - Behav. Ecol.""]",29,2,486-495,"Steck, MK and Snell-Rood, EC",,English,,"Univ Minnesota, Dept Ecol Evolut & Behav, Ecol Bldg 100,1987 Upper Buford Circle, St Paul, MN 55108 USA",,Times Cited in Web of Science Core Collection:  5     Total Times Cited:  5     Cited Reference Count:  74,10.1093/beheco/ary001     WE  - Science Citation Index Expanded (SCI-EXPANDED),individual specialization;information processing;complexity;foraging;host preference;PIERIS-RAPAE LEPIDOPTERA;ECOLOGICAL CONSEQUENCES;FORAGING EFFICIENCY;BODY-SIZE;EGG SIZE;BEHAVIOR;PLANT;DIVERSITY;COLOR;PREFERENCE,,
rayyan-395285226,"Something is missing at the bottom: Importance of coastal rainforests for conservation of trees, birds and butterflies in the Mount Cameroon area",2018,9,,AFRICAN JOURNAL OF ECOLOGY,"[""0141-6707"", ""1365-2028     J9  - AFR J ECOL     JI  - Afr. J. Ecol.""]",56,3,679-683,"Ferenc, M and Sedlacek, O and Tropek, R and Albrecht, T and Altman, J and Dancak, M and Dolezal, J and Janecek, S and Maicher, V and Majesky, L and Motombi, FN and Murkwe, M and Safian, S and Svoboda, M and Horak, D",,English,,"[""Charles Univ Prague, Fac Sci, Dept Ecol, Prague 2, Czech Republic"", ""Czech Acad Sci, Inst Entomol, Ctr Biol, Ceske Budejovice, Czech Republic"", ""Charles Univ Prague, Dept Zool, Fac Sci, Prague 2, Czech Republic"", ""Czech Acad Sci, Inst Vertebrate Biol, Brno, Czech Republic"", ""Czech Acad Sci, Inst Bot, Pruhonice, Czech Republic"", ""Palacky Univ, Fac Sci, Dept Ecol & Environm Sci, Olomouc, Czech Republic"", ""Univ South Bohemia, Fac Sci, Ceske Budejovice, Czech Republic"", ""Palacky Univ, Fac Sci, Dept Bot, Olomouc, Czech Republic"", ""Bot Garden, Limbe, Cameroon"", ""Congo Basin Inst, Yaounde, Cameroon"", ""Univ Buea, Dept Zool & Anim Physiol, Fac Sci, Buea, Cameroon"", ""Czech Univ Life Sci, Fac Forestry & Wood Sci, Prague 6, Czech Republic""]",,Times Cited in Web of Science Core Collection:  6     Total Times Cited:  6     Cited Reference Count:  25,10.1111/aje.12506     WE  - Science Citation Index Expanded (SCI-EXPANDED),VEGETATION STRUCTURE;BIODIVERSITY;COMMUNITIES;Cameroon;Trees,,
rayyan-395284893,Relative contribution of neutral and deterministic processes in shaping fruit-feeding butterfly assemblages in Afrotropical forests,2018,1,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,8,1,296-308,"Aduse-Poku, K and Molleman, F and Oduro, W and Oppong, SK and Lohman, DJ and Etienne, RS",,English,,"[""CUNY, City Coll New York, Biol Dept, New York, NY 10021 USA"", ""Univ Energy & Nat Resources, Sch Nat Resources, Sunyani, Ghana"", ""Univ Groningen, Groningen Inst Evolutionary Life Sci, Groningen, Netherlands"", ""Indian Inst Sci Educ & Res Thiruvananthapuram IIS, Ctr Res & Educ Ecol & Evolut, Thiruvananthapuram, Kerala, India"", ""Adam Mickiewicz Univ, Dept Systemat Zool, Fac Biol, Ecol Inst Environm Biol, Poznan, Poland"", ""Kwame Nkrumah Univ Sci & Technol, FRNR Coll Agr & Renewable Nat Resources, Kumasi, Ghana"", ""CUNY, Grad Ctr, Biol PhD Program, New York, NY USA"", ""Natl Museum Philippines, Entomol Sect, Manila, Philippines""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  65,10.1002/ece3.3618     WE  - Science Citation Index Expanded (SCI-EXPANDED),Africa;biodiversity;canopy;dispersal;neutral theory;species abundance;SPECIES ABUNDANCE;MULTIPLE SAMPLES;VERTICAL STRATIFICATION;BICYCLUS LEPIDOPTERA;MODEL PARAMETERS;TROPICAL FOREST;BETA-DIVERSITY;BIODIVERSITY;DISPERSAL;PATTERNS;Fruit;Trees,,
rayyan-395285290,Grappling with uncertainty in ecological projections: a case study using the migratory monarch butterfly,2022,1,,ECOSPHERE,2150-8925     J9  - ECOSPHERE     JI  - Ecosphere,13,1,,"Neupane, N and Zipkin, EF and Saunders, SP and Ries, L",,English,,"[""Georgetown Univ, Dept Biol, Washington, DC 20057 USA"", ""Michigan State Univ, Dept Integrat Biol, E Lansing, MI 48824 USA"", ""Natl Audubon Soc, New York, NY USA""]",,Times Cited in Web of Science Core Collection:  3     Total Times Cited:  3     Cited Reference Count:  76,10.1002/ecs2.3874     WE  - Science Citation Index Expanded (SCI-EXPANDED),climate projections;Danaus plexippus;global climate model ensembles;growing degree days;Lepidoptera;nonstationarity;CLIMATE-CHANGE SCENARIOS;IMPACT ASSESSMENTS;TEMPERATURE;MODELS;ABUNDANCE;CYCLE,,
rayyan-395284960,"A global molecular phylogeny yields insights into the dispersal and invasion history of Junonia, a butterfly genus with remarkable dispersal abilities",2022,6,8,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",289,1976,,"Lalonde, MML and Marcus, JM",,English,,"Univ Manitoba, Dept Biol Sci, Winnipeg, Manitoba, Canada",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  65,10.1098/rspb.2021.2801     WE  - Science Citation Index Expanded (SCI-EXPANDED),Junonia;mitogenomics;Junoniini;phylogenomics;reticulate evolution;evolutionary radiation;COMPLETE MITOCHONDRIAL GENOME;POPULATION-STRUCTURE;DNA BARCODES;LEPIDOPTERA;NYMPHALIDAE;TAXONOMY;SYSTEMATICS;INFERENCE;FLORIDA;COENIA,,
rayyan-395285345,How butterflies keep their cool: Physical and ecological traits influence thermoregulatory ability and population trends,2020,11,,JOURNAL OF ANIMAL ECOLOGY,"[""0021-8790"", ""1365-2656     J9  - J ANIM ECOL     JI  - J. Anim. Ecol.""]",89,11,2440-2450,"Bladon, AJ and Lewis, M and Bladon, EK and Buckton, SJ and Corbett, S and Ewing, SR and Hayes, MP and Hitchcock, GE and Knock, R and Lucas, C and McVeigh, A and Menendez, R and Walker, JM and Fayle, TM and Turner, EC",,English,,"[""Univ Cambridge, Dept Zool, Cambridge, England"", ""Wildlife Trust Bedfordshire Cambridgeshire & Nort, Cambridge, England"", ""Yorkshire Wildlife Trust, York, N Yorkshire, England"", ""RSPB Manor Farm, RSPB Winterbourne Downs, Salisbury, Wilts, England"", ""RSPB Scotland, RSPB Ctr Conservat Sci, Edinburgh, Midlothian, Scotland"", ""49 Mill Rd, Beccles NR34 9UT, Suffolk, England"", ""Univ Lancaster, Lancaster Environm Ctr, Lancaster, England"", ""Czech Acad Sci, Inst Entomol, Biol Ctr, Ceske Budejovice, Czech Republic""]",,Times Cited in Web of Science Core Collection:  16     Total Times Cited:  16     Cited Reference Count:  64,10.1111/1365-2656.13319,behavioural thermoregulation;butterflies;climate change;generalist;microclimate;population trends;specialist;temperature;BEHAVIORAL THERMOREGULATION;THERMAL ECOLOGY;CLIMATE-CHANGE;HABITAT ASSOCIATIONS;BRITISH BUTTERFLIES;HAMEARIS-LUCINA;TEMPERATURE;LEPIDOPTERA;DUKE;TOLERANCE;Butterflies,,
rayyan-395285395,Assessing butterfly diversity and their response to habitat condition in pristine peat bogs in Belarus,2022,10,,JOURNAL FOR NATURE CONSERVATION,"[""1617-1381"", ""1618-1093     J9  - J NAT CONSERV     JI  - J. Nat. Conserv.""]",69,,,"Sushko, G",,English,,"Vitebsk State Univ, Dept Ecol & geog, Moscovski Ave 33, Vitebsk 21005, BELARUS",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  56,10.1016/j.jnc.2022.126250     WE  - Science Citation Index Expanded (SCI-EXPANDED),Butterflies;Diversity;Pristine peat bogs;Belarus;Protected species;SPECIALIST BUTTERFLIES;RAISED BOGS;CONSERVATION;ASSEMBLAGES;QUALITY;NUMBERS;COVER,,
rayyan-395285351,Temporal changes in floral resource availability and flower visitation in a butterfly,2018,4,,ARTHROPOD-PLANT INTERACTIONS,"[""1872-8855"", ""1872-8847     J9  - ARTHROPOD-PLANT INTE     JI  - Arthropod-Plant Interact.""]",12,2,177-189,"Szigeti, V and Korosi, A and Harnos, A and Kis, J",,English,,"[""Univ Vet Med, Inst Biol, Dept Ecol, H-1077 Budapest, Hungary"", ""MTA ELTE MTM Ecol Res Grp, H-1117 Budapest, Hungary"", ""Univ Wurzburg, Dept Anim Ecol & Trop Biol, Theoret Evolutionary Ecol Grp, Bioctr, D-97074 Wurzburg, Germany"", ""Univ Vet Med, Dept Biomath & Informat, H-1078 Budapest, Hungary""]",,Times Cited in Web of Science Core Collection:  9     Total Times Cited:  9     Cited Reference Count:  113,10.1007/s11829-017-9585-6     WE  - Science Citation Index Expanded (SCI-EXPANDED),Foraging behaviour;Resource selection;Nectar plant;Parnassius mnemosyne;Clouded Apollo;Lepidoptera;PLANT-POLLINATOR INTERACTIONS;PARNASSIUS-MNEMOSYNE;PIERIS-RAPAE;PHENOLOGICAL SYNCHRONY;SPECIES RICHNESS;LIFE-HISTORY;BUMBLE BEES;NECTAR;LEPIDOPTERA;SPECIALIZATION,,
rayyan-395285298,The importance of including habitat-specific behaviour in models of butterfly movement,2020,6,,OECOLOGIA,"[""0029-8549"", ""1432-1939     J9  - OECOLOGIA     JI  - Oecologia""]",193,2,249-259,"Evans, LC and Sibly, RM and Thorbek, P and Sims, I and Oliver, TH and Walters, RJ",,English,,"[""Univ Reading, Sch Biol Sci, POB 217, Reading RG6 6AH, Berks, England"", ""Jealotts Hill Int Res Ctr, Syngenta, Bracknell RG42 6EY, Berks, England"", ""Lund Univ, Ctr Environm & Climate Res, Lund, Sweden"", ""BASF SE, APD EE, Speyerer Str 2, D-67117 Limburgerhof, Germany""]",,Times Cited in Web of Science Core Collection:  9     Total Times Cited:  9     Cited Reference Count:  103,10.1007/s00442-020-04638-4,Motivation;Habitat fragmentation;Individual-based model;Dispersal kernel;Leptokurtosis;Maniola jurtina;MANIOLA-JURTINA;DISPERSAL BEHAVIOR;HETEROGENEOUS LANDSCAPES;INDIVIDUAL DISPERSAL;AREA REQUIREMENTS;ECOLOGY;LEPIDOPTERA;RESOURCES;CONSERVATION;CONSEQUENCES;Movement,,
rayyan-395285258,Resilience or Catastrophe? A possible state change for monarch butterflies in western North America,2021,8,,ECOLOGY LETTERS,"[""1461-023X"", ""1461-0248     J9  - ECOL LETT     JI  - Ecol. Lett.""]",24,8,1533-1538,"Crone, EE and Schultz, CB",,English,,"[""Tufts Univ, Dept Biol, Medford, MA 02155 USA"", ""Washington State Univ, Sch Biol Sci, Vancouver, WA USA""]",,Times Cited in Web of Science Core Collection:  8     Total Times Cited:  8     Cited Reference Count:  29,10.1111/ele.13816,alternative stable states;Danaus plexippus;disease ecology;ecological surprises;ecological trap;source-sink dynamics;urban ecology;INFECTION RISK;DECLINES;MIGRATION;RECOVERY;North America,,
rayyan-395284894,"Past, current, and potential future distributions of unique genetic diversity in a cold-adapted mountain butterfly",2020,10,,ECOLOGY AND EVOLUTION,2045-7758     J9  - ECOL EVOL     JI  - Ecol. Evol.,10,20,11155-11168,"Minter, M and Dasmahapatra, KK and Thomas, CD and Morecroft, MD and Tonhasca, A and Schmitt, T and Siozios, S and Hill, JK",,English,,"[""Univ York, Dept Biol, Leverhulme Ctr Anthropocene Biodivers, York, N Yorkshire, England"", ""Nat England, York, N Yorkshire, England"", ""Scottish Nat Heritage, Perth, Scotland"", ""Senckenberg Deutsch Entomol Inst, Muncheberg, Germany"", ""Univ Liverpool, Inst Integrat Biol, Liverpool, Merseyside, England""]",,Times Cited in Web of Science Core Collection:  9     Total Times Cited:  9     Cited Reference Count:  91,10.1002/ece3.6755,butterfly;climate change;genetic diversity;Last Glacial Maximum;mountain systems;Refugia;CLIMATE-CHANGE;EREBIA-EPIPHRON;RANGE SHIFTS;ASSISTED COLONIZATION;EVOLUTIONARY HISTORY;POPULATION-GENETICS;GLACIAL SURVIVAL;LOCAL ADAPTATION;REFUGIA;LEPIDOPTERA;Genetic Variation;Mountaineering;Cold Temperature;Tocopherols,,
rayyan-395284950,In that vein: inflated wing veins contribute to butterfly hearing,2018,10,,BIOLOGY LETTERS,"[""1744-9561"", ""1744-957X     J9  - BIOL LETTERS     JI  - Biol. Lett.""]",14,10,,"Sun, PH and Mhatre, N and Mason, AC and Yack, JE",,English,,"[""Carleton Univ, Dept Biol, Nesbitt Bldg,1125 Colonel Dr, Ottawa, ON K1S 5B6, Canada"", ""Univ Toronto Scarborough, Dept Biol Sci, Toronto, ON M1C 1A4, Canada""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  17,10.1098/rsbl.2018.0496     WE  - Science Citation Index Expanded (SCI-EXPANDED),insect;hearing;sound;laser vibrometry;wing veins;butterfly;INSECT;NYMPHALIDAE;Veins,,
rayyan-395284945,Phenological sensitivity and seasonal variability explain climate-driven trends in Mediterranean butterflies,2022,4,27,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"[""0962-8452"", ""1471-2954     J9  - P ROY SOC B-BIOL SCI     JI  - Proc. R. Soc. B-Biol. Sci.""]",289,1973,,"Colom, P and Ninyerola, M and Pons, X and Traveset, A and Stefanescu, C",,English,,"[""Inst Mediterrani Estudis Avancats IMEDEA CSIC UIB, Global Change Res Grp, Miquel Marques 21, Mallorca 07190, Balearic Island, Spain"", ""Univ Autonoma Barcelona, Dept Biol Anim Biol Vegetal & Ecol, Grumets Res Grp, Edifici C, Catalonia 08193, Bellaterra, Spain"", ""Univ Autonoma Barcelona, Dept Geog, Grumets Res Grp, Edifici B, Catalonia 08193, Bellaterra, Spain"", ""Nat Sci Museum Granollers, Francesc Macia 51, Catalonia 08402, Granollers, Spain"", ""Univ Autonoma Barcelona, Ctr Recerca Ecol & Aplicac Forestals CREAF CSIC U, Catalonia 08193, Cerdanyola De V, Spain""]",,Times Cited in Web of Science Core Collection:  0     Total Times Cited:  0     Cited Reference Count:  55,10.1098/rspb.2022.0251     WE  - Science Citation Index Expanded (SCI-EXPANDED),global warming;insect phenology;population trends;species' life-history traits;host plant specialization;long-term trends;BRITISH BUTTERFLIES;RESPONSES;TEMPERATURE;PHYLOGENY;RANGES;SHIFTS;TIME;Seasons,,
rayyan-395285559,Butterfly diversity along the urbanization gradient in a densely-built Mediterranean city: Land cover is more decisive than resources in structuring communities,2019,3,,LANDSCAPE AND URBAN PLANNING,"[""0169-2046"", ""1872-6062     J9  - LANDSCAPE URBAN PLAN     JI  - Landsc. Urban Plan.""]",183,,79-87,"Tzortzakaki, O and Kati, V and Panitsa, M and Tzanatos, E and Giokas, S",,English,,"[""Univ Patras, Dept Biol, Patras, Greece"", ""Univ Ioannina, Dept Biol Applicat & Technol, Ioannina, Greece""]",,Times Cited in Web of Science Core Collection:  17     Total Times Cited:  21     Cited Reference Count:  59,10.1016/j.landurbplan.2018.11.007     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI),Urbanization gradient;Lepidoptera;Community structure;Habitat;Resource availability;SPECIES RICHNESS;URBAN;BIODIVERSITY;ABUNDANCE;LANDSCAPE;BIRD;AVAILABILITY;DISTURBANCE;PATTERNS;ECOLOGY;Health Resources,,
rayyan-395285162,"Of detectability and camouflage: evaluating Pollard Walk rules using a common, cryptic butterfly",2020,4,,ECOSPHERE,2150-8925     J9  - ECOSPHERE     JI  - Ecosphere,11,4,,"Riva, F and Gentile, G and Bonelli, S and Acorn, J and Denes, F and Crosby, A and Nielsen, S",,English,,"[""Univ Alberta, Dept Renewable Resources, Gen Serv Bldg, Edmonton, AB T6G 2H1, Canada"", ""Univ Turin, Dipartimento Sci Vita & Biol Sistemi, Via Verdi 8, I-10124 Turin, Italy"", ""Univ Alberta, Dept Biol Sci, Biol Sci Bldg, Edmonton, AB T6G 2H1, Canada""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  53,10.1002/ecs2.3101     WE  - Science Citation Index Expanded (SCI-EXPANDED),BUGS language;butterfly conservation;detection probability;hierarchical model;monitoring schemes;N-mixture model;recommended sampling conditions;ABUNDANCE INDEX,,
rayyan-395285440,"Will refaunation by feral horse affect five checkerspot butterfly species (Melitaea Fabricius, 1807) coexisting at xeric grasslands of Podyji National Park, Czech Republic?",2019,12,,JOURNAL FOR NATURE CONSERVATION,"[""1617-1381"", ""1618-1093     J9  - J NAT CONSERV     JI  - J. Nat. Conserv.""]",52,,,"Vodickova, V and Vrba, P and Grill, S and Bartonova, A and Kollross, J and Potocky, P and Konvicka, M",,English,,"[""Univ South Bohemia, Fac Sci, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic"", ""Czech Acad Sci, Inst Entomol, Biol Ctr, Branisovska 31, CZ-37005 Ceske Budejovice, Czech Republic""]",,Times Cited in Web of Science Core Collection:  2     Total Times Cited:  2     Cited Reference Count:  94,10.1016/j.jnc.2019.125755     WE  - Science Citation Index Expanded (SCI-EXPANDED),Butterfly conservation;Grassland management;Lepidoptera;Mark-recapture;Rewilding;Species coexistence;EUPHYDRYAS-AURINIA LEPIDOPTERA;LIFE-HISTORY;METAPOPULATION STRUCTURE;CALCAREOUS GRASSLANDS;POPULATION-DYNAMICS;MELLICTA-ATHALIA;MARSH FRITILLARY;LARGE HERBIVORES;HABITAT USE;NYMPHALIDAE;Horses;Czech Republic,,
rayyan-395285469,An experimental test of changed personality in butterflies from anthropogenic landscapes,2020,6,17,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"[""0340-5443"", ""1432-0762     J9  - BEHAV ECOL SOCIOBIOL     JI  - Behav. Ecol. Sociobiol.""]",74,7,,"Kaiser, A and Merckx, T and Van Dyck, H",,English,,"[""UCLouvain, Behav Ecol & Conservat Grp, Earth & Life Inst, Louvain La Neuve, Belgium"", ""Univ Oulu, Dept Ecol & Genet, Oulu, Finland""]",,Times Cited in Web of Science Core Collection:  8     Total Times Cited:  8     Cited Reference Count:  69,10.1007/s00265-020-02871-8     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI),Animal personality;Behavioural syndrome;Ecotypic differentiation;Human-induced rapid environmental change;Urbanization;BEHAVIORAL SYNDROMES;PARARGE-AEGERIA;HABITAT FRAGMENTATION;MATE LOCATION;URBAN;URBANIZATION;POPULATIONS;LIFE;CITY;EVOLUTION,,
rayyan-395285085,Demographic inferences and climatic niche modelling shed light on the evolutionary history of the emblematic cold-adapted Apollo butterfly at regional scale,2022,1,,MOLECULAR ECOLOGY,"[""0962-1083"", ""1365-294X     J9  - MOL ECOL     JI  - Mol. Ecol.""]",31,2,448-466,"Kebaili, C and Sherpa, S and Rioux, D and Despres, L",,English,,"[""Univ Grenoble Alpes, Lab dEcol Alpine LECA, CNRS, Grenoble, France"", ""Parc Nat Reg Haut Jura, Lajoux, France""]",,Times Cited in Web of Science Core Collection:  1     Total Times Cited:  1     Cited Reference Count:  55,10.1111/mec.16244,demographic inferences;french massifs;genetic diversity;habitat suitability;Parnassius Apollo;population structure;species distribution models;GENETIC CONSEQUENCES;POPULATION HISTORY;PARNASSIUS;PHYLOGEOGRAPHY;BIOGEOGRAPHY;RESPONSES;ANCESTRY;PLANT;SIZE;Cold Temperature,,
rayyan-395285240,Multiple temperature effects on phenology and body size in wild butterflies predict a complex response to climate change,2019,4,,ECOLOGY,"[""0012-9658"", ""1939-9170     J9  - ECOLOGY     JI  - Ecology""]",100,4,,"Davies, WJ",,English,,"Univ Liverpool, Inst Integrat Biol, Biosci Bldg,Crown St, Liverpool L69 7ZB, Merseyside, England",,Times Cited in Web of Science Core Collection:  17     Total Times Cited:  17     Cited Reference Count:  34,10.1002/ecy.2612     WE  - Science Citation Index Expanded (SCI-EXPANDED),Anthocharis cardamines;body size;climate change;emergence synchronization;phenological mismatching;phenology;temperature-size rule;ANTHOCHARIS-CARDAMINES;BRITISH BUTTERFLIES;HOST PLANTS;INSECTS;PLASTICITY;ASYNCHRONY;SURVIVAL;Temperature,,
rayyan-395285301,Monarch Butterfly Conservation Through the Social Lens: Eliciting Public Preferences for Management Strategies Across Transboundary Nations,2019,8,22,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X     J9  - FRONT ECOL EVOL     JI  - Front. Ecol. Evol.,7,,,"Solis-Sosa, R and Semeniuk, CAD and Fernandez-Lozada, S and Dabrowska, K and Cox, S and Haider, W",,English,,"[""Simon Fraser Univ, Sch Resource & Environm Management, Burnaby, BC, Canada"", ""Univ Windsor, Great Lakes Inst Environm Res, Windsor, ON, Canada""]",,Times Cited in Web of Science Core Collection:  4     Total Times Cited:  4     Cited Reference Count:  117,10.3389/fevo.2019.00316     WE  - Science Citation Index Expanded (SCI-EXPANDED)     WE  - Social Science Citation Index (SSCI),monarch butterfly;citizen science;choice experiment;latent class;conservation;public preferences;international cooperation;transboundary conservation;CLIMATE-CHANGE;CITIZEN SCIENTISTS;POLICY;SCIENCE;MODELS;TIME;CONSTRUCTION;GOVERNANCE;ENGAGEMENT;VALUATION;Butterflies,,
